Profession,Income,Credit_card_number,Expiry,Security_code
0.0,0.9736960544081612,8.291671678927039e-07,0.525,0.050250250250250254
1.0,0.29068360254038106,0.000834487998768881,0.725,0.0045045045045045045
0.5,0.20752112816922536,0.000718733052073691,0.3416666666666667,0.08198198198198199
1.0,0.7537130569585437,0.0008357840765492052,0.85,0.006706706706706707
0.0,0.09704455668350251,0.0012024580814191366,0.075,0.050350350350350355
0.0,0.8796319447917187,0.9422845363749455,0.7,0.51001001001001
0.0,0.5724058608791318,9.541166663720766e-07,0.7416666666666667,0.059659659659659664
1.0,0.5152072810921638,0.0012022800707363452,0.8416666666666667,0.016116116116116116
0.0,0.2621693253988098,3.6000479871545204e-05,0.1,0.0034034034034034037
0.5,0.8113617042556384,7.598155388959354e-06,0.25,0.03543543543543544
0.0,0.6066309946491973,0.0007148548193328752,0.225,0.06746746746746747
1.0,0.8486673000950142,7.589387395712615e-05,0.525,0.0913913913913914
1.0,0.18870830624593687,0.0007029981077869464,0.7333333333333333,0.07317317317317318
0.0,0.11903785567835175,7.424897524333197e-05,0.3416666666666667,0.09079079079079079
0.5,0.18878831824773715,0.0007010359900361777,0.9,0.08238238238238238
0.0,0.5709756463469521,0.000715906882469373,0.44166666666666665,0.0870870870870871
1.0,0.22936440466069907,0.0013039061695299763,0.2916666666666667,0.07477477477477477
0.5,0.5051757763664549,7.320438722604391e-06,0.675,0.06406406406406406
0.0,0.9017552632894934,0.0007062643037981646,0.025,0.01811811811811812
0.0,0.9673651047657148,7.3481803874394165e-06,0.041666666666666664,0.014714714714714715
0.5,0.3639545931889783,0.0009973897748433954,0.575,0.09319319319319319
0.5,0.34088113216982546,0.0007122386623318504,0.43333333333333335,0.07617617617617618
0.5,0.9008451267690153,6.8614437102975e-05,0.5666666666666667,0.004704704704704705
1.0,0.433475021253188,0.0008819108447125337,0.48333333333333334,0.08498498498498498
1.0,0.19304895734360153,6.007779947220172e-06,0.09166666666666666,0.3671671671671672
0.5,0.8763414512176826,6.002579635138624e-06,0.5333333333333333,0.018018018018018018
0.0,0.42425363804570687,6.0755640150831154e-06,0.8,0.0953953953953954
0.0,0.7910386557983697,0.0010356620716435556,0.55,0.0946946946946947
1.0,0.8951842776416462,6.014820369730575e-06,0.43333333333333335,0.01071071071071071
0.0,0.48775316297444615,8.160963834877367e-07,0.6833333333333333,0.01041041041041041
0.0,0.9762464369655448,8.835824334660068e-07,0.8833333333333333,0.07417417417417418
1.0,0.31447717157573635,0.0013131827262354448,0.2916666666666667,0.008108108108108109
0.5,0.32228834325148775,6.05682289038923e-06,0.9166666666666666,0.04564564564564565
0.0,0.7276391458718807,3.600828033966753e-05,0.9666666666666667,0.9893893893893895
0.0,0.7181177176576486,8.689775569969832e-07,0.8583333333333333,0.04344344344344345
1.0,0.22731409711456715,0.0008077043914288788,0.18333333333333332,0.0976976976976977
1.0,0.3480022003300495,0.8878912721219874,0.6083333333333333,0.07837837837837838
1.0,0.9992598889833475,0.0007197631138898437,0.5,0.03553553553553554
0.0,0.8487373105965894,0.0013079644130736148,0.7666666666666666,0.4860860860860861
0.0,0.8018202730409562,0.0012023640757776624,0.425,0.09059059059059059
1.0,0.967125068760314,9.258089675681746e-07,0.175,0.03333333333333333
0.0,0.5565234785217783,0.001024915426715034,0.11666666666666667,0.026826826826826827
0.5,0.02014302145321798,0.000702458075378478,0.8666666666666667,0.010210210210210211
1.0,0.344881732259839,0.0013067703414148901,0.18333333333333332,0.0912912912912913
1.0,0.3516427464119618,0.0007000699320610287,0.95,0.06496496496496497
1.0,0.02727409111366705,0.0007156388663851701,0.9166666666666666,0.05765765765765766
1.0,0.6469070360554083,0.0008409703877905334,0.275,0.03623623623623624
1.0,0.3517627644146622,0.9472468341727608,0.25,0.03733733733733734
0.5,0.278231734760214,0.0007012680039598161,0.2833333333333333,0.05575575575575576
1.0,0.3002350352552883,7.511302709688144e-05,0.14166666666666666,0.06446446446446447
1.0,0.1163874581187178,0.0007197031102889028,0.8916666666666666,0.0958958958958959
0.0,0.049877481622243335,1.2317559986982636e-07,0.7083333333333334,0.04594594594594595
0.5,0.9895484322648397,0.000708494437633136,0.30833333333333335,0.0952952952952953
0.5,0.7436115417312597,0.000908354431647204,0.2583333333333333,0.0071071071071071076
0.5,0.3263689553433015,0.0004630517081042708,0.5,0.04614614614614615
0.0,0.44901735260289044,0.001116066896904409,0.4166666666666667,0.09039039039039039
1.0,0.21578236735510326,0.0009693940947643863,0.24166666666666667,0.07137137137137138
0.0,0.1204480672100815,0.9853211190898157,0.13333333333333333,0.0873873873873874
1.0,0.6725508826323948,6.886385207088615e-05,0.9333333333333333,0.007307307307307308
1.0,0.6322648397259589,0.0007090824729223572,0.08333333333333333,0.08228228228228228
1.0,0.8927639145871881,9.397798059872556e-07,0.5,0.008008008008008008
1.0,0.7200580087013052,0.0008777465948072328,0.05,0.06246246246246247
0.0,0.8821623243486523,0.000709690509411892,0.3416666666666667,0.035035035035035036
0.0,0.8870530579586938,0.0008387302533554051,0.5916666666666667,0.03743743743743744
1.0,0.18722808421263187,0.0010809747909541186,0.0,0.45595595595595595
1.0,0.07512126819022853,6.960829674656002e-05,0.325,0.0078078078078078084
0.5,0.10522578386758012,0.0004829449019362223,0.11666666666666667,0.06306306306306307
1.0,0.46894034105115767,0.0009419804496145042,0.8,0.0848848848848849
0.0,0.5447617142571386,0.0008037201523264007,0.225,0.04124124124124124
1.0,0.23942591388708304,0.000853715152630388,0.2,0.08828828828828829
1.0,0.3348902335350303,0.0007140407704801098,0.06666666666666667,0.032732732732732736
0.0,0.9448617292593888,8.197586032651652e-07,0.8,0.053753753753753755
1.0,0.797339600940141,0.0008419244450454942,0.9583333333333334,0.05285285285285286
1.0,0.037195579336900535,7.464839921359547e-05,1.0,0.07517517517517518
0.0,0.5714057108566285,0.0007035841429561361,0.4,0.0015015015015015015
1.0,0.5338900835125269,9.031136055722814e-07,0.4166666666666667,0.09089089089089089
0.5,0.26299944991748764,6.044442147395084e-06,0.1,0.0
0.5,0.5646546982047307,1.0289898302786231e-07,0.21666666666666667,0.025525525525525526
0.0,0.8683202480372055,6.037201712881544e-06,0.5,0.022422422422422424
0.5,0.4421363204480672,0.0007179990080221802,0.35833333333333334,0.0915915915915916
0.5,0.25272790918637794,0.0007038061562796176,0.7416666666666667,0.03023023023023023
0.5,0.9853778066710006,8.657313621860786e-07,0.875,0.0045045045045045045
0.5,0.3225183777566635,0.0013101585447480217,0.20833333333333334,0.08528528528528528
1.0,0.2798219732959944,8.868733015700489e-08,0.65,0.6014014014014014
0.5,0.23264489673451016,6.101545574290541e-06,0.9,0.08188188188188189
0.5,0.7842576386457969,7.416917045408053e-05,0.875,0.0953953953953954
0.0,0.1898384757713657,3.5997679703501295e-05,0.125,0.05555555555555556
0.5,0.5074061109166375,0.00098685714275823,0.7833333333333333,0.021621621621621623
0.5,0.9971195679351902,0.8527751647313206,0.2833333333333333,0.005305305305305306
0.0,0.36348452267840176,0.0007107065703878252,0.3333333333333333,0.00920920920920921
0.5,0.38490773616042406,0.9165389913312214,0.0,0.008408408408408409
0.0,0.12929939490923636,0.0007104725563441555,0.7166666666666667,0.01071071071071071
1.0,0.880332049807471,0.0004585114356330734,0.55,0.03933933933933934
0.5,0.6141421213181977,4.2615076827270793e-05,0.95,0.04154154154154154
1.0,0.7951092663899585,0.0013002259486722654,0.725,0.004304304304304304
0.5,0.698374756213432,6.048162370653422e-06,0.26666666666666666,0.07657657657657659
0.5,0.04057608641296195,0.0005252714420399581,0.06666666666666667,0.013013013013013013
0.0,0.1008651297694654,1.2314919828541235e-07,0.6166666666666667,0.009609609609609611
0.5,0.5434815222283342,0.0007012640037197533,0.05,0.015215215215215216
1.0,0.25929889483422514,0.0008116706294510746,0.65,0.05515515515515516
0.0,0.3643746561984298,1.0255676249049585e-07,0.9166666666666666,0.026326326326326328
1.0,0.3355503325498825,0.8540252397509235,0.025,0.0984984984984985
1.0,0.2904235635345302,0.0007193670901236335,0.7583333333333333,0.0923923923923924
0.5,0.8654098114717207,0.0008956056665672866,0.03333333333333333,0.0995995995995996
0.0,0.4981047157073561,8.345194890966353e-07,0.975,0.016716716716716717
0.5,0.4915937390608591,1.1573475332914409e-07,0.225,0.08828828828828829
1.0,0.39647947192078814,0.0013182610309950794,0.325,0.004604604604604605
0.0,0.7208281242186327,0.00045803740718564,0.875,0.002802802802802803
0.5,0.27415112266840025,6.815320942374234e-05,0.275,0.0968968968968969
1.0,0.34162124318647796,0.0004544511919694034,0.8166666666666667,0.0873873873873874
0.5,0.8747612141821273,0.0012023040721767216,0.725,0.0035035035035035035
0.0,0.8609791468720308,1.2315019834542805e-07,0.10833333333333334,0.009609609609609611
1.0,0.5743061459218882,0.0008655618635761602,0.5416666666666666,0.02972972972972973
0.5,0.8642696404460669,0.00092413537869467,0.875,0.008008008008008008
0.5,0.3393809071360704,9.698956132995112e-07,0.225,0.0938938938938939
0.0,0.16348452267840174,0.0009289516677301957,0.6,0.0900900900900901
0.5,0.4273140971145672,8.025515706353363e-07,0.3,0.013513513513513514
0.0,0.5663049457418613,0.0007066603275643748,0.45,0.07147147147147148
0.0,0.32178826824023604,0.0008327958972223467,0.14166666666666666,0.08118118118118119
0.0,0.40595089263389506,0.0007058502789516721,0.075,0.011411411411411412
0.0,0.8446266940041006,0.0008019340451383922,0.6666666666666666,0.03833833833833834
0.0,0.7979996999549932,0.000860463557616212,0.4083333333333333,0.046746746746746747
0.5,0.679131869780467,7.286716698875585e-06,0.48333333333333334,0.05185185185185186
0.5,0.668730309546432,6.047842351448404e-06,0.3416666666666667,0.039539539539539544
1.0,0.888613291993799,4.261967710334294e-05,0.3,0.0958958958958959
0.5,0.1862279341901285,0.0007173929716526768,0.9416666666666667,0.003703703703703704
0.0,0.9985097764664699,0.0012024580814191366,0.9166666666666666,0.08158158158158159
1.0,0.24662699404910735,6.962949801889249e-05,0.49166666666666664,0.0071071071071071076
0.5,0.3930089513427014,0.0005426444846323903,0.11666666666666667,0.35225225225225226
0.0,0.8905835875381307,6.10790595599028e-06,0.06666666666666667,0.03683683683683684
0.0,0.4461369205380807,0.0013051842462300182,0.3333333333333333,0.05815815815815816
0.0,0.9221283192478872,0.0009762925087525625,0.7916666666666666,0.04694694694694695
1.0,0.7200280042006301,0.0007119686461276163,0.7166666666666667,0.016016016016016016
0.5,0.9543331499724959,9.26326998656298e-07,0.016666666666666666,0.06016016016016016
0.5,0.7506926038905836,0.0008753104486090308,0.7083333333333334,0.7581581581581582
0.0,0.9127369105365805,4.263027773950916e-05,0.7833333333333333,0.06796796796796797
0.5,0.5769365404810721,4.262487741542448e-05,0.5583333333333333,0.021821821821821824
0.5,0.882652397859679,1.0514451778707526e-07,0.95,0.0007007007007007008
1.0,0.1387008051207681,7.43829832854334e-05,0.39166666666666666,0.05695695695695696
0.0,0.047207081062159324,1.1401204994612984e-07,0.675,0.07627627627627628
0.5,0.3333900085012752,0.0009178810033565932,0.48333333333333334,0.013113113113113114
0.0,0.5222883432514878,1.23182400277933e-07,0.3333333333333333,0.07327327327327328
0.0,0.5820073010951643,0.908662518647708,0.39166666666666666,0.008708708708708709
0.5,0.6167925188778317,1.0089706288846957e-07,0.36666666666666664,0.05665665665665666
1.0,0.8068810321548232,3.599787971550443e-05,0.8666666666666667,0.060760760760760764
0.5,0.2976446466970046,0.0010421684621055843,0.175,0.09069069069069069
1.0,0.32104815722358354,6.002819649542388e-06,0.21666666666666667,0.029829829829829832
1.0,0.03544531679751963,0.0012022780706163138,0.5666666666666667,0.05295295295295296
1.0,0.5150172525878882,5.9992594358865595e-06,0.8166666666666667,0.07607607607607608
1.0,0.9333600040006,0.0009150668344724632,0.23333333333333334,0.08008008008008008
1.0,0.31263689553433016,0.0007141307758815212,0.225,0.07817817817817818
0.0,0.8022703405510826,0.0007169289438054002,0.75,0.003003003003003003
1.0,0.3233485022753413,9.833124184699044e-07,0.9583333333333334,0.026726726726726727
1.0,0.35657348602290345,7.48384106165751e-05,0.45,0.08248248248248248
0.5,0.3820773115967395,0.9195111696978291,0.55,0.052752752752752756
0.0,0.05155773366004901,0.0008153668512690363,0.7583333333333333,0.05555555555555556
1.0,0.10297544631694754,0.9904014239694816,0.425,0.026826826826826827
0.0,0.06825023753563034,0.0007100265295771613,0.4,0.03773773773773774
0.5,0.9515027254088113,0.001040252347115537,0.8333333333333334,0.0958958958958959
1.0,0.3093864079611942,0.0012023880772180388,0.8,0.42702702702702705
0.0,0.7796769515427314,1.157319531611002e-07,0.26666666666666666,0.0994994994994995
0.0,0.09569435415312295,6.060123088440982e-06,0.7916666666666666,0.05635635635635636
1.0,0.6562684402660399,0.0009061883016532362,0.9833333333333333,0.005105105105105106
0.0,0.9948392258838825,0.00047703654736357153,0.475,0.09059059059059059
0.0,0.3758763814572186,0.0007035681419958852,0.35,0.07157157157157157
1.0,0.18792818922838425,0.001317314974220244,0.8833333333333333,0.06586586586586587
0.0,0.6129219382907436,0.0009197591160660444,0.875,0.3578578578578579
1.0,0.44846727009051357,0.0010789646703225973,0.075,0.08408408408408409
0.0,0.31947792168825323,4.2615076827270793e-05,0.5,0.03213213213213213
1.0,0.3242686402960444,1.231531985254751e-07,0.525,0.02002002002002002
1.0,0.671420713106966,6.016140448951276e-06,0.058333333333333334,0.06376376376376376
0.5,0.6076111416712506,0.9008260483648217,0.15,0.054854854854854855
1.0,0.010461569235385307,8.869753076916484e-08,0.6083333333333333,0.06876876876876878
1.0,0.8240336050407561,0.8003560189493194,0.0,0.009909909909909911
0.5,0.876761514227134,0.0007199011221720079,0.6916666666666667,0.0870870870870871
0.5,0.20299044856728507,1.231137961608572e-07,0.4083333333333333,0.04064064064064064
0.0,0.044536680502075314,1.0036123073206701e-07,0.45,0.9047047047047048
0.0,0.4723308496274441,9.301112257556396e-07,0.058333333333333334,0.025325325325325325
0.5,0.33100965144771716,0.0008388222588768479,0.7166666666666667,0.04484484484484485
1.0,0.13830074511176677,4.262547745143389e-05,0.5916666666666667,0.012812812812812813
0.0,0.5604340651097665,0.0011145328048403525,0.31666666666666665,0.05955955955955956
1.0,0.6965444816722508,7.419857221854159e-05,0.6833333333333333,0.41121121121121124
0.0,0.2832224833725059,6.076704083500993e-06,0.8416666666666667,0.05075075075075075
0.0,0.84297644646697,3.599787971550443e-05,0.0,0.9940940940940941
0.5,0.08488273240986147,0.0004509889841951114,0.3416666666666667,0.02912912912912913
0.0,0.8930239535930389,6.1016655814924225e-06,0.4,0.016116116116116116
0.5,0.8516477471620743,0.0007199611257729488,0.0,0.03743743743743744
0.5,0.47373105965894885,0.0012023880772180388,0.5083333333333333,0.08888888888888889
0.5,0.06612991948792318,8.826343765711401e-07,0.7,0.01951951951951952
1.0,0.4112916937540631,0.924937495342921,0.7333333333333333,0.03013013013013013
0.5,0.14194129119367904,0.9237454238042277,0.675,0.7414414414414415
0.5,0.48232234835225285,0.001202274070376251,0.008333333333333333,0.06026026026026026
1.0,0.3250087513126969,6.944648703602264e-05,0.85,0.05235235235235235
0.5,0.5786567985197779,0.8587935259056965,0.5083333333333333,0.086986986986987
0.0,0.44963744561684255,1.1574475392930093e-07,0.6916666666666667,0.04614614614614615
1.0,0.9476421463219482,0.0007175269796947782,0.8333333333333334,0.06126126126126127
0.5,0.22049307396109413,0.0009262475054477909,0.5916666666666667,0.017517517517517518
1.0,0.10556583487523127,1.1573615341316605e-07,0.575,0.05445445445445446
0.0,0.6713006951042656,7.3521806275021455e-06,0.325,0.05215215215215215
0.0,0.8413362004300645,0.0009808287809836972,0.75,0.01011011011011011
0.5,0.1235885382807421,0.0009495109015325916,0.15,0.033733733733733735
0.5,0.40262039305895886,8.832650850334672e-08,0.4166666666666667,0.07837837837837838
1.0,0.9224583687553133,0.0007189110627564824,0.8583333333333333,0.0923923923923924
1.0,0.1753563034455168,5.991938996571766e-06,0.20833333333333334,0.06986986986986987
1.0,0.837925688853328,7.7363036795257e-06,0.175,0.3478478478478479
1.0,0.4299844976746512,4.262667752345271e-05,0.21666666666666667,0.04564564564564565
1.0,0.16001400210031502,0.0004562032971168787,0.9583333333333334,0.01841841841841842
0.5,0.9470620593088963,6.882764989831845e-05,0.075,0.0961961961961962
1.0,0.888903335500325,0.974694481363176,0.4083333333333333,0.0022022022022022024
0.5,0.3066860029004351,0.0009351780413878334,0.7166666666666667,0.09099099099099099
0.0,0.04937740661099165,0.9365801940454939,0.15833333333333333,0.03543543543543544
1.0,0.7798769815472321,0.0004597875122130839,0.09166666666666666,0.04694694694694695
0.0,0.520298044706706,4.262007712734921e-05,0.6166666666666667,0.05295295295295296
1.0,0.4903135470320548,0.0011141207801138914,0.06666666666666667,0.08018018018018018
1.0,0.14997249587438113,0.0012023420744573174,0.9666666666666667,0.06776776776776777
0.0,0.23008451267690153,6.074823970671511e-06,0.16666666666666666,0.04754754754754755
0.5,0.5708456268440266,4.262487741542448e-05,0.03333333333333333,0.02662662662662663
0.5,0.43062459368905337,0.000495343646010651,0.875,0.03303303303303304
0.0,0.24011601740261038,0.9569534166849728,0.4166666666666667,0.03693693693693694
0.0,0.375706355953393,0.0007172689642107322,0.9,0.06036036036036036
0.0,0.6499574936240435,0.9448146882146216,0.3333333333333333,0.033733733733733735
0.5,0.8507976196429464,7.56784610297482e-05,0.8833333333333333,0.42772772772772777
1.0,0.3094164124618693,0.0008909153850937367,1.0,0.005005005005005005
0.5,0.7873881082162324,8.833470899547532e-08,0.1,0.05785785785785786
0.5,0.09255388308246236,0.0004546532040925712,0.06666666666666667,0.06276276276276277
1.0,0.19335900385057758,4.261647691129275e-05,0.5083333333333333,0.04814814814814815
0.0,0.528009201380207,9.80122227019878e-07,0.2916666666666667,0.06046046046046046
0.0,0.695104265639846,6.096225255007111e-06,0.30833333333333335,0.059859859859859865
0.0,0.19533930089513427,0.000719737112329436,0.9166666666666666,0.07597597597597598
1.0,0.602670400560084,0.0007109705862319653,0.9666666666666667,0.08308308308308308
1.0,0.19273891083662548,6.093265077360692e-06,0.10833333333333334,0.43283283283283286
1.0,0.2015802370355553,0.0008758284796971542,0.025,0.07637637637637638
1.0,0.6914237135570336,0.9083244983624074,0.19166666666666665,0.05945945945945946
0.5,0.5508226233935091,0.0004923874686042942,0.5583333333333333,0.07957957957957958
1.0,0.8208331249687453,0.0007017500328873749,0.8416666666666667,0.08548548548548549
0.5,0.1726859028854328,9.426699794325773e-07,0.175,0.03533533533533534
0.0,0.5210081512226834,0.0007097505130128329,0.9916666666666667,0.06056056056056056
0.5,0.3874081112166825,0.000966961948806247,0.7833333333333333,0.053753753753753755
0.5,0.7087763164474671,0.001093619549792405,0.08333333333333333,0.02012012012012012
0.0,0.7439115867380107,1.0182111834295997e-07,0.175,0.091991991991992
1.0,0.46949042356353454,0.8661579678611806,0.48333333333333334,0.015615615615615617
0.0,0.9675851377706656,0.0009077703965980455,0.9833333333333333,0.06526526526526527
1.0,0.0347552132819923,3.59960796074762e-05,0.058333333333333334,0.03633633633633634
0.0,0.6193328999349902,1.1573075308908137e-07,0.075,0.030630630630630633
1.0,0.1606540981147172,0.0007151368362572976,0.9583333333333334,0.03703703703703704
0.0,0.7147872180827124,8.8331308791422e-08,0.35,0.0035035035035035035
0.0,0.6443266489973496,8.893047768757408e-07,0.19166666666666665,0.014514514514514515
1.0,0.9085762864429664,1.1573035306507508e-07,0.8083333333333333,0.002102102102102102
0.0,0.9632044806721007,0.0007088144568381543,0.3416666666666667,0.03023023023023023
0.5,0.9150272540881131,6.064183332104651e-06,0.9666666666666667,0.062062062062062065
1.0,0.8661199179876982,0.8020421201357597,0.3333333333333333,0.043043043043043044
1.0,0.42060309046356953,0.9178630707919847,0.7666666666666666,0.016616616616616616
0.0,0.9098564784717708,1.2320560167029683e-07,0.625,0.040840840840840845
0.0,0.13578036705505825,6.045282197808257e-06,0.0,0.866966966966967
0.0,0.28943341501225184,0.0007065063183219597,0.06666666666666667,0.08428428428428429
0.5,0.4724508676301445,0.0012024280796186662,0.725,0.036136136136136136
1.0,0.20167025053758061,0.0008818568414716868,0.7166666666666667,0.08558558558558559
0.0,0.8425163774566184,0.0008510309915482969,0.75,0.01011011011011011
0.0,0.33845076761514226,6.857403467834143e-05,0.13333333333333333,0.06826826826826828
0.5,0.20793118967845176,0.0007024120726177566,0.4583333333333333,0.03863863863863864
0.0,0.9536330449567435,7.430037832813804e-05,0.31666666666666665,0.05005005005005005
0.0,0.8215232284842726,0.001202378076617882,0.3416666666666667,0.04374374374374375
0.5,0.5847577136570485,1.2316739937769776e-07,0.4583333333333333,0.12122122122122123
0.5,0.38137720658098717,0.0009248114192652711,0.3833333333333333,0.7598598598598599
0.5,0.7719757963694553,8.918129273950718e-07,0.7,0.07347347347347348
0.0,0.12045806871030654,7.455939387219975e-05,0.23333333333333334,0.011811811811811812
0.5,0.13168975346301945,8.430159989898717e-07,0.725,0.015915915915915915
1.0,0.7382207331099665,0.0008311597990366905,0.5583333333333333,0.03983983983983984
0.0,0.23740561084162623,0.0012024360800987916,0.7416666666666667,0.01831831831831832
1.0,0.7961394209131369,0.0008836749505801972,0.3833333333333333,0.04814814814814815
0.5,0.46854028104215634,4.2618077007317844e-05,0.7583333333333333,0.07317317317317318
1.0,0.5939090863629545,0.0007096865091718293,0.2,0.034734734734734735
0.5,0.14302145321798268,0.0008815548233469508,0.7416666666666667,0.07877877877877879
0.5,0.19634945241786267,0.0013081764257969395,0.5833333333333334,0.034934934934934936
1.0,0.15230284542681402,3.6006280219636165e-05,0.825,0.0894894894894895
1.0,0.20092013802070308,8.005434501238462e-07,0.9166666666666666,0.0984984984984985
0.0,0.12640896134420163,0.8224653457760227,0.8333333333333334,0.04934934934934935
0.0,0.5928489273391009,0.0013174649832225962,0.175,0.016816816816816817
1.0,0.9202580387058058,7.695141209280219e-06,0.575,0.7286286286286286
0.5,0.681192178826824,0.0008237173523999831,0.4583333333333333,0.06256256256256257
1.0,0.4745311796769515,7.521283308644653e-05,0.5,0.006606606606606607
0.0,0.5907586137920688,0.0004454166497877299,0.975,0.026726726726726727
1.0,0.7511926789018353,0.0007188710603558551,0.275,0.0961961961961962
0.0,0.4209731459718958,9.325333711136221e-07,0.7666666666666666,0.04174174174174174
0.0,0.512586888033205,0.8282356920665094,0.15833333333333333,0.013413413413413414
0.0,0.1746661999299895,0.8188651297195666,0.575,0.06946946946946947
0.5,0.6969245386808021,0.000867453977125831,0.6666666666666666,0.05195195195195195
1.0,0.9822973446016903,0.0012024100785383838,0.025,0.032732732732732736
0.0,0.16686502975446316,7.523043414272254e-05,0.03333333333333333,0.06946946946946947
0.5,0.7824173626043907,0.8847710848730588,0.425,0.032632632632632635
0.0,0.5366905035755363,0.0007082844250298428,0.7166666666666667,0.05315315315315316
0.0,0.400600090013502,0.001202444080578917,0.2916666666666667,0.05635635635635636
0.0,0.799119867980197,1.0214573782405043e-07,0.6583333333333333,0.05775775775775776
0.5,0.6584887733159974,0.0004894692934785333,0.016666666666666666,0.0926926926926927
0.0,0.8693904085612841,0.0007162949057554576,0.5166666666666666,0.06746746746746747
0.5,0.844746712006801,0.0007002379421436634,0.6583333333333333,0.011611611611611613
0.0,0.32730909636445465,0.0007072803647740978,0.43333333333333335,0.07817817817817818
0.5,0.9443216482472371,6.826061586942661e-05,0.3333333333333333,0.033533533533533534
0.0,0.4160724108616292,6.072663841037637e-06,0.21666666666666667,0.7174174174174175
1.0,0.9912786918037705,8.999754172430704e-07,0.44166666666666665,0.0948948948948949
1.0,0.6756213432014802,0.0007173769706924259,0.45,0.07147147147147148
1.0,0.9218282742411361,6.081304359573132e-06,0.35,0.07427427427427427
0.5,0.5832674901235185,0.0013150208365442688,0.23333333333333334,0.02942942942942943
1.0,0.08754313146972045,0.9414304851215528,0.825,0.3733733733733734
1.0,0.6361454218132719,0.0007105145588648142,0.8833333333333333,0.07947947947947949
0.0,0.679701955293294,0.9546652793690918,0.19166666666666665,0.023623623623623625
1.0,0.0872630894634195,0.0007078263975426603,0.3416666666666667,0.07687687687687689
0.5,0.6474671200680102,0.0007014200130821997,0.21666666666666667,0.032732732732732736
0.0,0.316747512126819,0.9100826038699767,0.375,0.052652652652652655
1.0,0.7458818822823423,0.00045914547368301593,0.5916666666666667,0.0893893893893894
0.5,0.5620243036455468,6.049262436670673e-06,0.8166666666666667,0.02062062062062062
0.0,0.06866029904485672,0.8931755892448525,0.9166666666666666,0.07547547547547548
1.0,0.3628944341651248,0.0009502049431834751,0.23333333333333334,0.07087087087087088
0.0,0.23315497324598689,0.0007027760944634649,0.31666666666666665,0.03433433433433434
1.0,0.14216132419862978,0.0012023660758976938,0.65,0.08828828828828829
1.0,0.2850927639145872,0.0013200131361425546,0.0,0.061161161161161166
0.5,0.4260339050857629,7.484041073660646e-05,0.3333333333333333,0.03803803803803804
1.0,0.4525378806821023,1.0442147439573699e-07,0.9666666666666667,0.06246246246246247
0.5,0.27290093514027103,0.0007081724183080864,0.8916666666666666,0.05535535535535536
0.5,0.744291643746562,6.0967852886158935e-06,0.325,0.0951951951951952
1.0,0.006841026153923088,0.9713042779100132,0.9833333333333333,0.021221221221221224
